Order_ID,Distance_km,Weather,Traffic_Level,Time_of_Day,Vehicle_Type,Preparation_Time_min,Courier_Experience_yrs,Delivery_Time_min
648,13.74,Foggy,Medium,Afternoon,Bike,6,1.0,56
676,19.66,Clear,Low,Morning,Car,19,6.0,70
76,14.72,Clear,Unknown,Evening,Scooter,15,8.0,80
294,7.52,Unknown,Medium,Afternoon,Car,17,9.0,44
687,11.65,Windy,Low,Night,Bike,10,3.0,53
178,8.04,Clear,Medium,Evening,Car,27,0.0,65
723,1.8,Clear,Unknown,Night,Bike,14,1.0,28
533,19.93,Snowy,Low,Afternoon,Bike,6,6.0,59
926,0.94,Clear,High,Morning,Bike,9,6.0,21
208,13.44,Clear,Unknown,Evening,Scooter,9,5.0,55
274,18.31,Clear,Medium,Afternoon,Bike,25,3.0,79
796,17.51,Clear,Medium,Evening,Bike,15,3.0,60
166,16.79,Foggy,High,Afternoon,Bike,24,6.0,85
255,3.81,Rainy,High,Afternoon,Bike,5,6.0,31
998,3.17,Clear,Low,Afternoon,Bike,17,1.0,28
232,10.3,Clear,Low,Evening,Scooter,19,8.0,48
32,3.83,Rainy,Medium,Afternoon,Bike,12,9.0,30
935,3.85,Rainy,Medium,Afternoon,Bike,26,3.0,46
707,6.79,Rainy,Low,Evening,Scooter,16,1.0,39
891,14.58,Clear,Low,Evening,Bike,23,0.0,70
335,1.4,Windy,Low,Evening,Bike,9,9.0,17
441,2.15,Windy,Medium,Afternoon,Car,17,6.0,30
695,2.74,Clear,High,Afternoon,Bike,18,9.0,37
316,14.07,Rainy,Low,Evening,Bike,10,5.0,63
340,2.41,Unknown,Medium,Evening,Bike,15,9.0,25
397,17.24,Clear,Low,Evening,Bike,17,5.0,69
125,4.94,Rainy,High,Evening,Scooter,28,4.0,63
646,17.87,Snowy,Low,Morning,Scooter,29,4.0,87
956,7.97,Windy,Medium,Evening,Scooter,9,8.0,35
98,8.84,Clear,Unknown,Morning,Bike,26,0.0,57
673,2.06,Foggy,Medium,Evening,Scooter,22,4.0,40
26,15.81,Clear,Low,Unknown,Car,25,1.0,92
143,10.2,Rainy,Medium,Afternoon,Bike,18,9.0,56
312,2.03,Foggy,High,Evening,Car,14,4.0,36
985,14.7,Clear,Medium,Evening,Scooter,24,5.0,75
804,12.33,Clear,High,Night,Bike,7,2.0,101
590,3.46,Snowy,Medium,Morning,Scooter,23,3.0,48
889,2.44,Snowy,High,Evening,Bike,13,9.0,39
372,0.86,Clear,High,Afternoon,Bike,26,5.0,37
850,12.11,Rainy,Low,Morning,Bike,9,5.0,59
262,19.81,Snowy,Medium,Afternoon,Car,20,5.0,104
988,8.98,Clear,Medium,Afternoon,Scooter,22,8.0,105
273,17.41,Snowy,Medium,Evening,Bike,20,4.0,80
922,10.0,Clear,Medium,Afternoon,Scooter,6,9.0,47
223,2.33,Unknown,Low,Morning,Car,6,1.0,17
470,19.28,Snowy,Medium,Morning,Car,21,3.0,101
373,2.34,Foggy,Medium,Morning,Bike,8,2.0,28
518,16.31,Foggy,Medium,Afternoon,Car,14,7.0,71
422,15.9,Rainy,Low,Evening,Car,19,5.0,78
576,19.02,Clear,Medium,Afternoon,Bike,29,9.0,87
234,10.1,Clear,High,Morning,Car,17,6.0,55
855,4.5,Windy,Low,Evening,Scooter,20,6.0,32
443,7.8,Rainy,Medium,Morning,Bike,11,7.0,49
669,4.14,Clear,Medium,Morning,Scooter,14,2.0,30
362,13.04,Clear,Medium,Morning,Scooter,20,6.0,65
657,6.03,Rainy,High,Afternoon,Car,8,6.0,46
917,6.24,Unknown,Medium,Evening,Bike,15,3.0,52
567,8.15,Rainy,Low,Afternoon,Bike,26,2.0,50
814,18.46,Clear,Unknown,Unknown,Scooter,29,1.0,153
544,13.6,Clear,Medium,Afternoon,Bike,27,0.0,87
150,5.93,Foggy,High,Unknown,Scooter,27,1.0,106
64,7.46,Clear,Medium,Evening,Bike,8,5.0,42
755,3.22,Windy,High,Morning,Car,7,7.0,27
15,4.05,Snowy,Medium,Evening,Scooter,19,2.0,50
62,5.79,Windy,Medium,Morning,Bike,26,6.0,49
361,8.07,Windy,Low,Evening,Bike,21,4.0,48
476,19.86,Rainy,High,Evening,Bike,12,8.0,71
838,7.57,Clear,Low,Morning,Bike,21,0.0,56
629,1.22,Clear,Medium,Evening,Scooter,6,,14
916,9.0,Snowy,Medium,Afternoon,Car,29,3.0,78
570,7.29,Clear,High,Evening,Car,11,7.0,48
953,3.92,Rainy,Medium,Night,Bike,20,9.0,41
81,17.33,Snowy,Low,Evening,Scooter,12,3.0,79
569,18.13,Rainy,High,Evening,Bike,21,2.0,88
999,19.03,Clear,Low,Afternoon,Car,26,5.0,68
779,14.54,Clear,Medium,Evening,Bike,29,2.0,73
359,18.83,Clear,Medium,Evening,Scooter,5,8.0,69
901,4.55,Rainy,Low,Afternoon,Bike,5,6.0,21
474,17.88,Clear,Medium,Evening,Bike,29,3.0,98
94,11.44,Rainy,Medium,Evening,Car,20,2.0,57
777,4.97,Rainy,Low,Evening,Bike,17,9.0,34
121,16.25,Foggy,High,Morning,Bike,10,5.0,91
65,5.98,Clear,Low,Evening,Car,22,9.0,35
902,1.02,Clear,Medium,Afternoon,Bike,25,4.0,34
925,8.79,Snowy,Low,Night,Bike,14,6.0,43
871,7.78,Foggy,High,Afternoon,Bike,25,3.0,74
171,13.71,Rainy,Medium,Evening,Bike,22,9.0,64
68,16.14,Clear,Low,Night,Car,6,9.0,65
764,15.01,Clear,Medium,Morning,Bike,15,6.0,64
31,12.35,Clear,Low,Morning,Scooter,10,6.0,35
488,5.98,Rainy,High,Morning,Bike,21,2.0,60
381,2.8,Clear,High,Afternoon,Bike,28,1.0,50
918,18.99,Rainy,High,Afternoon,Bike,10,6.0,70
621,4.1,Clear,Medium,Evening,Car,18,3.0,38
402,18.1,Clear,Low,Morning,Scooter,8,5.0,77
870,18.95,Snowy,Low,Morning,Car,27,0.0,92
587,1.98,Rainy,Low,Afternoon,Bike,22,0.0,39
899,0.75,Clear,Medium,Afternoon,Bike,10,5.0,16
498,2.02,Clear,High,Evening,Bike,28,5.0,44
968,6.29,Unknown,Medium,Morning,Scooter,10,7.0,27
211,11.2,Clear,Medium,Morning,Bike,23,,73
377,16.98,Clear,Low,Unknown,Bike,11,6.0,78
28,10.53,Foggy,High,Evening,Bike,25,8.0,72
479,19.4,Snowy,Unknown,Afternoon,Scooter,23,9.0,92
852,15.12,Foggy,Low,Morning,Bike,14,1.0,58
757,12.59,Windy,Medium,Morning,Bike,13,9.0,62
100,2.6,Clear,Low,Afternoon,Bike,16,1.0,29
186,13.37,Windy,High,Afternoon,Scooter,17,8.0,63
164,10.95,Snowy,Unknown,Afternoon,Bike,9,1.0,65
680,17.38,Rainy,Medium,Afternoon,Scooter,11,2.0,92
578,18.57,Rainy,Medium,Afternoon,Bike,16,7.0,89
674,10.73,Foggy,Low,Morning,Bike,6,6.0,35
207,2.48,Rainy,Low,Evening,Scooter,20,8.0,30
554,11.44,Foggy,High,Afternoon,Car,14,4.0,74
244,7.72,Foggy,High,Evening,Bike,19,4.0,64
577,3.37,Clear,High,Morning,Bike,9,,28
263,3.23,Clear,High,Afternoon,Bike,17,9.0,33
747,7.99,Clear,Medium,Evening,Bike,18,4.0,42
638,5.23,Clear,Medium,Morning,Scooter,23,2.0,47
872,5.78,Clear,High,Morning,Bike,11,5.0,38
268,14.2,Clear,Medium,Afternoon,Bike,17,1.0,73
317,8.47,Rainy,Low,Afternoon,Scooter,19,0.0,48
440,2.09,Rainy,Low,Night,Bike,23,2.0,36
497,11.88,Rainy,Medium,Evening,Bike,20,8.0,69
792,11.93,Snowy,High,Morning,Car,7,1.0,75
914,8.48,Clear,High,Night,Bike,11,5.0,39
496,7.39,Rainy,Medium,Morning,Scooter,25,6.0,60
73,0.61,Clear,Low,Afternoon,Scooter,10,0.0,16
296,10.68,Clear,Low,Morning,Bike,14,1.0,42
169,1.3,Clear,Medium,Evening,Bike,22,4.0,31
460,2.82,Rainy,Medium,Evening,Scooter,10,1.0,29
696,12.41,Clear,Medium,Morning,Car,10,1.0,51
185,5.53,Clear,Medium,Afternoon,Bike,19,1.0,44
343,3.88,Foggy,Low,Evening,Car,27,9.0,42
315,16.8,Unknown,High,Morning,Car,19,4.0,85
338,14.22,Rainy,Unknown,Evening,Car,25,8.0,84
756,15.98,Foggy,Low,Morning,Car,21,6.0,90
844,19.24,Rainy,High,Afternoon,Bike,9,7.0,75
252,8.01,Clear,High,Morning,Bike,8,6.0,48
697,6.13,Clear,Medium,Night,Scooter,22,0.0,48
709,5.47,Rainy,Low,Morning,Car,21,6.0,38
847,2.16,Clear,Medium,Night,Car,10,1.0,23
923,17.94,Rainy,High,Evening,Scooter,22,6.0,85
712,12.11,Clear,Medium,Evening,Bike,28,0.0,75
882,13.6,Foggy,High,Evening,Bike,9,7.0,61
421,15.94,Clear,Low,Evening,Bike,24,2.0,77
702,1.51,Clear,High,Evening,Bike,26,1.0,44
157,13.61,Clear,Low,Unknown,Scooter,12,2.0,43
444,7.73,Clear,High,Night,Bike,29,5.0,58
666,3.48,Foggy,Low,Afternoon,Scooter,9,1.0,31
532,19.99,Rainy,High,Evening,Bike,17,1.0,112
806,14.86,Unknown,High,Night,Scooter,15,4.0,91
610,13.96,Rainy,Low,Night,Bike,5,1.0,42
945,4.53,Snowy,Medium,Morning,Scooter,18,4.0,49
781,14.03,Clear,Low,Afternoon,Bike,17,2.0,65
749,18.18,Snowy,High,Unknown,Bike,17,3.0,85
364,11.14,Rainy,Medium,Morning,Scooter,7,3.0,47
581,9.45,Clear,Low,Afternoon,Car,13,0.0,49
735,7.5,Clear,High,Morning,Bike,29,1.0,66
771,2.66,Clear,Low,Afternoon,Bike,16,8.0,21
301,1.51,Clear,High,Afternoon,Bike,14,2.0,32
264,10.61,Clear,Medium,Morning,Bike,17,0.0,59
762,6.58,Foggy,Low,Evening,Car,6,7.0,27
609,10.32,Clear,Medium,Night,Car,24,5.0,49
320,5.38,Clear,Medium,Evening,Scooter,26,1.0,47
883,0.88,Rainy,Low,Night,Car,27,2.0,37
67,3.25,Clear,Low,Morning,Bike,23,7.0,32
839,11.82,Windy,Medium,Night,Bike,24,7.0,77
634,10.88,Snowy,Low,Afternoon,Car,13,3.0,52
41,2.88,Rainy,Unknown,Morning,Car,16,4.0,41
155,19.72,Rainy,Low,Afternoon,Bike,27,6.0,109
428,17.81,Windy,High,Evening,Bike,21,4.0,122
392,8.55,Clear,Low,Evening,Scooter,28,8.0,46
431,3.29,Clear,Medium,Afternoon,Scooter,17,4.0,32
635,2.59,Windy,Medium,Unknown,Bike,13,5.0,28
990,16.47,Snowy,High,Evening,Scooter,20,9.0,75
628,15.08,Rainy,Medium,Evening,Scooter,26,1.0,94
765,1.15,Clear,Low,Afternoon,Scooter,26,4.0,30
507,18.26,Rainy,High,Night,Scooter,28,7.0,93
636,9.22,Clear,Medium,Afternoon,Car,18,9.0,57
726,16.92,Clear,Low,Night,Bike,23,5.0,78
511,12.46,Foggy,Low,Afternoon,Bike,10,1.0,62
423,2.28,Clear,Medium,Evening,Scooter,27,9.0,39
816,10.62,Windy,Medium,Afternoon,Car,22,5.0,54
913,12.67,Windy,Medium,Morning,Scooter,7,3.0,43
663,12.31,Windy,Low,Morning,Bike,29,4.0,68
247,8.85,Clear,Low,Afternoon,Bike,11,9.0,45
329,8.68,Rainy,Medium,Morning,Bike,8,5.0,52
760,15.88,Rainy,Low,Evening,Car,17,1.0,68
959,3.74,Rainy,Low,Morning,Bike,19,6.0,36
830,9.32,Clear,Low,Morning,Scooter,6,5.0,30
730,3.69,Rainy,Medium,Afternoon,Bike,8,8.0,27
50,4.1,Clear,Low,Morning,Bike,21,3.0,37
989,5.3,Clear,Medium,Afternoon,Scooter,29,3.0,47
265,17.61,Clear,Medium,Evening,Scooter,21,9.0,79
647,12.08,Clear,High,Afternoon,Scooter,16,4.0,60
946,0.71,Rainy,Low,Morning,Car,25,8.0,31
942,11.31,Clear,Medium,Evening,Bike,7,0.0,54
801,14.29,Windy,Medium,Morning,Bike,14,7.0,78
459,1.6,Clear,Medium,Evening,Bike,14,8.0,24
618,5.9,Rainy,Low,Evening,Car,26,9.0,44
152,5.17,Foggy,Low,Morning,Bike,29,0.0,56
345,8.27,Unknown,High,Afternoon,Scooter,13,5.0,58
671,3.88,Clear,Medium,Morning,Bike,16,2.0,35
326,14.89,Clear,High,Evening,Car,22,9.0,88
877,14.46,Rainy,Medium,Morning,Scooter,11,9.0,68
413,19.04,Clear,Medium,Morning,Scooter,27,2.0,85
920,3.23,Clear,Low,Unknown,Bike,7,7.0,14
206,0.68,Snowy,High,Evening,Bike,29,8.0,50
218,15.06,Rainy,Low,Morning,Bike,22,4.0,65
944,16.68,Unknown,Medium,Afternoon,Bike,9,9.0,63
163,12.85,Clear,Low,Afternoon,Scooter,5,,54
997,18.39,Windy,Low,Afternoon,Bike,24,6.0,74
141,19.27,Foggy,High,Afternoon,Bike,14,6.0,92
668,3.63,Windy,Medium,Morning,Car,22,9.0,39
396,18.65,Foggy,Low,Night,Car,19,2.0,68
825,10.98,Rainy,Low,Morning,Scooter,10,6.0,55
797,18.68,Snowy,Low,Afternoon,Bike,11,8.0,62
741,9.52,Foggy,Low,Night,Scooter,28,1.0,59
600,1.3,Foggy,Low,Evening,Bike,19,5.0,29
318,3.88,Snowy,Low,Morning,Bike,9,6.0,33
851,1.81,Clear,Medium,Afternoon,Car,23,3.0,34
499,19.5,Clear,High,Morning,Bike,18,2.0,73
236,14.59,Clear,Medium,Morning,Bike,15,6.0,64
146,1.22,Foggy,High,Afternoon,Scooter,14,2.0,38
177,13.97,Snowy,Low,Evening,Scooter,14,8.0,52
938,18.33,Foggy,Medium,Morning,Scooter,19,0.0,98
900,2.17,Snowy,Low,Evening,Car,15,3.0,35
865,8.31,Windy,Medium,Morning,Bike,6,5.0,44
915,11.26,Clear,Low,Night,Bike,5,6.0,49
833,3.25,Rainy,Unknown,Evening,Scooter,29,0.0,51
184,17.61,Windy,Low,Morning,Bike,5,8.0,61
379,16.38,Clear,Medium,Morning,Bike,6,2.0,51
82,12.65,Clear,Low,Evening,Bike,15,4.0,66
881,5.01,Rainy,Low,Afternoon,Bike,10,5.0,31
278,13.17,Windy,Medium,Afternoon,Bike,16,4.0,67
704,3.12,Rainy,Low,Evening,Scooter,14,5.0,28
267,14.09,Clear,Medium,Afternoon,Scooter,12,3.0,55
491,9.39,Clear,Low,Morning,Bike,14,2.0,37
905,8.72,Snowy,Medium,Evening,Car,18,7.0,64
115,12.85,Rainy,Medium,Morning,Scooter,14,8.0,73
22,3.22,Clear,Medium,Afternoon,Bike,19,9.0,32
651,2.19,Clear,Low,Evening,Bike,26,3.0,32
330,5.33,Clear,Low,Evening,Car,29,1.0,51
475,10.79,Clear,Medium,Evening,Scooter,24,1.0,65
245,0.8,Snowy,High,Evening,Bike,14,9.0,36
832,9.32,Rainy,Medium,Evening,Scooter,24,2.0,71
681,16.43,Clear,Low,Evening,Bike,13,5.0,56
879,1.03,Clear,Medium,Afternoon,Bike,19,4.0,29
769,7.17,Clear,Medium,Morning,Scooter,7,9.0,29
962,12.26,Clear,Low,Afternoon,Bike,20,2.0,66
961,2.11,Clear,Low,Afternoon,Scooter,28,5.0,34
831,4.88,Windy,Medium,Afternoon,Scooter,26,7.0,48
603,3.95,Clear,Medium,Morning,Car,28,5.0,47
353,13.34,Clear,Medium,Night,Bike,20,6.0,53
357,1.02,Windy,High,Evening,Bike,6,8.0,21
39,13.84,Clear,Low,Morning,Scooter,18,,64
354,3.68,Unknown,High,Afternoon,Car,16,6.0,47
656,2.99,Windy,Medium,Morning,Bike,27,5.0,41
174,4.92,Clear,High,Morning,Scooter,12,0.0,41
114,16.26,Rainy,High,Morning,Bike,16,6.0,70
927,5.74,Rainy,High,Evening,Bike,13,9.0,46
344,8.96,Snowy,Unknown,Morning,Car,6,5.0,51
679,19.4,Clear,Low,Evening,Scooter,8,9.0,57
592,13.0,Windy,High,Morning,Bike,22,8.0,65
677,2.68,Clear,Low,Morning,Bike,16,8.0,25
958,1.42,Clear,High,Afternoon,Scooter,24,2.0,40
439,14.27,Clear,Medium,Night,Car,24,3.0,77
909,5.56,Clear,Low,Afternoon,Scooter,19,5.0,31
558,1.06,Unknown,Low,Afternoon,Scooter,19,6.0,21
785,4.04,Rainy,High,Evening,Bike,14,6.0,39
501,14.11,Rainy,High,Morning,Scooter,24,3.0,93
786,18.21,Foggy,Low,Morning,Bike,5,1.0,70
162,12.83,Clear,Medium,Morning,Bike,19,2.0,76
605,2.85,Clear,Low,Morning,Scooter,26,0.0,38
248,19.35,Clear,High,Unknown,Bike,12,7.0,75
817,12.03,Clear,Medium,Unknown,Car,20,5.0,65
123,6.7,Foggy,High,Morning,Scooter,23,3.0,59
442,19.74,Clear,Unknown,Afternoon,Car,16,1.0,98
61,8.08,Foggy,Low,Morning,Bike,25,2.0,61
934,10.75,Rainy,Medium,Morning,Bike,8,6.0,60
597,13.52,Clear,Low,Morning,Scooter,27,1.0,82
930,5.53,Clear,Low,Morning,Car,10,8.0,27
38,2.4,Snowy,Low,Night,Scooter,27,5.0,42
582,19.61,Clear,High,Evening,Bike,8,6.0,72
623,7.72,Rainy,Medium,Morning,Bike,11,,36
896,4.5,Snowy,High,Evening,Bike,24,0.0,66
936,5.81,Foggy,Low,Afternoon,Bike,25,8.0,51
768,17.6,Clear,Low,Afternoon,Bike,27,3.0,69
112,3.64,Clear,Low,Morning,Scooter,16,3.0,26
599,4.25,Clear,Low,Afternoon,Bike,5,4.0,22
168,4.14,Rainy,Low,Morning,Bike,23,2.0,41
352,17.2,Rainy,High,Afternoon,Scooter,14,2.0,94
156,5.22,Snowy,Low,Evening,Bike,11,9.0,40
331,7.44,Rainy,Low,Evening,Bike,27,,53
214,4.87,Snowy,High,Evening,Bike,16,7.0,54
261,12.49,Clear,Medium,Morning,Bike,25,4.0,77
159,5.13,Foggy,Medium,Evening,Car,25,1.0,60
446,18.97,Clear,Low,Evening,Car,25,4.0,141
398,8.87,Clear,Low,Evening,Bike,19,3.0,55
213,13.21,Clear,Unknown,Morning,Scooter,12,4.0,63
367,19.24,Snowy,Low,Unknown,Bike,26,1.0,114
60,6.84,Rainy,Medium,Night,Car,14,8.0,47
924,16.1,Clear,Low,Morning,Car,16,6.0,61
624,9.95,Windy,High,Evening,Scooter,21,5.0,72
461,2.79,Clear,High,Morning,Bike,23,7.0,38
406,17.96,Clear,Unknown,Evening,Scooter,26,0.0,74
445,16.35,Foggy,Medium,Night,Bike,16,6.0,67
919,15.39,Clear,Medium,Evening,Scooter,24,5.0,89
284,2.33,Clear,Low,Evening,Bike,9,2.0,18
589,3.0,Clear,Low,Morning,Scooter,29,1.0,43
708,16.29,Clear,Low,Morning,Bike,20,1.0,72
322,14.43,Clear,Medium,Morning,Car,14,4.0,113
145,6.05,Clear,Medium,Morning,Car,24,0.0,48
897,6.22,Rainy,Medium,Morning,Bike,15,0.0,49
818,8.28,Snowy,Low,Evening,Car,29,7.0,58
738,16.42,Clear,Medium,Evening,Bike,20,2.0,84
639,5.75,Windy,High,Morning,Scooter,7,4.0,37
480,10.7,Clear,Medium,Afternoon,Scooter,8,5.0,44
254,6.68,Clear,High,Morning,Scooter,10,5.0,44
473,1.34,Foggy,High,Evening,Bike,9,5.0,30
295,2.98,Foggy,Unknown,Night,Bike,11,2.0,27
109,4.96,Rainy,Low,Afternoon,Car,10,7.0,28
878,13.35,Rainy,Low,Evening,Scooter,14,4.0,91
664,5.13,Clear,Medium,Morning,Car,16,1.0,38
119,17.9,Clear,Low,Morning,Bike,23,,85
490,17.86,Clear,Low,Afternoon,Scooter,16,8.0,83
391,19.81,Clear,Low,Afternoon,Bike,27,1.0,74
448,15.19,Foggy,Low,Evening,Scooter,6,4.0,53
314,19.27,Foggy,Medium,Morning,Car,29,9.0,85
527,8.59,Clear,Low,Night,Scooter,17,8.0,36
269,7.51,Rainy,Low,Evening,Car,27,6.0,50
36,16.26,Rainy,Low,Morning,Car,27,5.0,66
508,16.54,Rainy,Medium,Afternoon,Bike,25,7.0,77
547,2.71,Foggy,Low,Morning,Bike,6,0.0,28
906,17.91,Clear,Low,Afternoon,Bike,6,7.0,68
144,6.37,Rainy,Low,Afternoon,Car,29,4.0,56
705,1.74,Clear,Medium,Night,Bike,23,2.0,34
912,5.73,Foggy,Low,Morning,Scooter,7,2.0,30
469,4.86,Foggy,Medium,Evening,Car,25,4.0,52
394,15.64,Rainy,Low,Unknown,Bike,20,4.0,141
17,6.43,Clear,Low,Evening,Car,9,7.0,26
